date,total_cases,new_cases,total_deaths,new_deaths,icu_patients,hosp_patients,weekly_icu_admissions,weekly_hosp_admissions,new_tests,total_tests,positive_rate,tests_per_case,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations
2021-09-02,6841506.0,14153.0,114687.0,109.0,2275.0,10934.0,1091.0,4740.0,618483.0,128970441.0,0.025,40.0,89383227.0,49316407.0,40874095.0,384826.0
2021-09-03,6856730.0,15224.0,114782.0,95.0,2259.0,10816.0,1056.0,4456.0,845584.0,129816025.0,0.025,40.0,89823034.0,49434313.0,41168370.0,439807.0
2021-09-04,6870066.0,13336.0,114865.0,83.0,2223.0,10654.0,1061.0,4415.0,658034.0,130474059.0,0.024,41.7,90142170.0,49523681.0,41386903.0,319136.0
2021-09-05,6880476.0,10410.0,114914.0,49.0,2217.0,10644.0,1050.0,4331.0,140194.0,130614253.0,0.024,41.7,90212723.0,49544910.0,41432275.0,70553.0
2021-09-06,6883526.0,3050.0,115043.0,129.0,2249.0,10757.0,1078.0,4267.0,688945.0,131303198.0,0.023,43.5,90500942.0,49620700.0,41614408.0,288219.0
2021-09-07,6898060.0,14534.0,115151.0,108.0,2259.0,10646.0,1060.0,4087.0,550374.0,131853572.0,0.023,43.5,90792830.0,49698526.0,41796861.0,291888.0
2021-09-08,6903982.0,5922.0,115304.0,153.0,2224.0,10438.0,1047.0,3940.0,518153.0,132371725.0,0.022,45.5,91117148.0,49787612.0,42003700.0,324318.0
2021-09-09,6922052.0,18070.0,115396.0,92.0,2195.0,10323.0,1043.0,3846.0,613496.0,132985221.0,0.021,47.6,91390202.0,49863107.0,42169619.0,273054.0
2021-09-10,6932018.0,9966.0,115490.0,94.0,2151.0,10115.0,1019.0,3727.0,836652.0,133821873.0,0.02,50.0,91723892.0,49958334.0,42373875.0,333690.0
2021-09-11,6941619.0,9601.0,115536.0,46.0,2131.0,10018.0,986.0,3625.0,637240.0,134459113.0,0.019,52.6,91970472.0,50024284.0,42543103.0,246580.0
2021-09-12,6949298.0,7679.0,115565.0,29.0,2129.0,10012.0,960.0,3585.0,137477.0,134596590.0,0.019,52.6,92017953.0,50036966.0,42575314.0,47481.0
2021-09-13,6951360.0,2062.0,115662.0,97.0,2103.0,9986.0,889.0,3370.0,665563.0,135262153.0,0.018,55.6,92249631.0,50101401.0,42702683.0,231678.0
2021-09-14,6965425.0,14065.0,115862.0,200.0,2000.0,9739.0,826.0,3186.0,549677.0,135811830.0,0.017,58.8,92507818.0,50174660.0,42832807.0,258187.0
2021-09-15,6965808.0,383.0,115876.0,14.0,1959.0,9555.0,771.0,3043.0,497421.0,136309251.0,0.016,62.5,92807457.0,50251509.0,43001080.0,299639.0
2021-09-16,6979080.0,13272.0,115912.0,36.0,1952.0,9297.0,735.0,2871.0,564313.0,136873564.0,0.015,66.7,93045293.0,50315508.0,43115984.0,237836.0
2021-09-17,6986453.0,7373.0,116004.0,92.0,1891.0,9070.0,681.0,2737.0,792154.0,137665718.0,0.015,66.7,93330653.0,50390918.0,43273000.0,285360.0
2021-09-18,6993867.0,7414.0,116046.0,42.0,1837.0,8912.0,658.0,2658.0,578139.0,138243857.0,0.015,66.7,93533342.0,50438967.0,43412496.0,202689.0
2021-09-19,6999681.0,5814.0,116074.0,28.0,1832.0,8887.0,657.0,2584.0,120079.0,138363936.0,0.014,71.4,93567323.0,50446771.0,43436428.0,33981.0
2021-09-20,7001156.0,1475.0,116134.0,60.0,1805.0,8845.0,655.0,2511.0,613961.0,138977897.0,0.014,71.4,93756573.0,50492521.0,43530327.0,189250.0
2021-09-21,7009139.0,7983.0,116259.0,125.0,1744.0,8594.0,654.0,2437.0,508604.0,139486501.0,0.013,76.9,93963037.0,50538230.0,43628827.0,206464.0
2021-09-22,7015933.0,6794.0,116319.0,60.0,1656.0,8414.0,603.0,2346.0,454400.0,139940901.0,0.013,76.9,94207553.0,50586649.0,43769978.0,244516.0
2021-09-23,7022162.0,6229.0,116385.0,66.0,1609.0,8237.0,571.0,2265.0,532090.0,140472991.0,0.013,76.9,94403358.0,50629716.0,43860832.0,195805.0
2021-09-24,7028837.0,6675.0,116467.0,82.0,1586.0,8107.0,562.0,2190.0,733998.0,141206989.0,0.012,83.3,94641708.0,50682138.0,43992630.0,238350.0
2021-09-25,7034053.0,5216.0,116467.0,0.0,1571.0,7980.0,548.0,2143.0,532254.0,141739243.0,0.012,83.3,94807595.0,50717133.0,44107508.0,165887.0
2021-09-26,7038759.0,4706.0,116481.0,14.0,1577.0,7994.0,550.0,2119.0,106539.0,141845782.0,0.012,83.3,94833142.0,50722642.0,44125374.0,25547.0
2021-09-27,7040068.0,1309.0,116565.0,84.0,1571.0,7980.0,530.0,2089.0,573379.0,142419161.0,0.012,83.3,94990666.0,50756584.0,44202056.0,157524.0
2021-09-28,7046833.0,6765.0,116623.0,58.0,1524.0,7801.0,473.0,1890.0,486151.0,142905312.0,0.012,83.3,95156047.0,50792935.0,44276563.0,165381.0
2021-09-29,7052733.0,5900.0,116666.0,43.0,1466.0,7726.0,457.0,1783.0,435954.0,143341266.0,0.012,83.3,95353627.0,50837129.0,44376994.0,197580.0
2021-09-30,7057937.0,5204.0,116727.0,61.0,1414.0,7565.0,444.0,1720.0,528440.0,143869706.0,0.011,90.9,95517107.0,50873480.0,44447483.0,163480.0
2021-10-01,7062872.0,4935.0,116776.0,49.0,1355.0,7410.0,420.0,1638.0,707413.0,144577119.0,0.011,90.9,95743309.0,50943582.0,44546140.0,226202.0
2021-10-02,7067820.0,4948.0,116806.0,30.0,1325.0,7294.0,399.0,1583.0,528232.0,145105351.0,0.011,90.9,95881845.0,50983556.0,44623917.0,138536.0
2021-10-03,7071564.0,3744.0,116815.0,9.0,1326.0,7308.0,383.0,1570.0,99419.0,145204770.0,0.011,90.9,95900178.0,50988764.0,44634608.0,18333.0
2021-10-04,7072702.0,1138.0,116870.0,55.0,1328.0,7299.0,360.0,1510.0,512831.0,145717601.0,0.01,100.0,96048584.0,51026961.0,44692520.0,148406.0
2021-10-05,7078284.0,5582.0,116932.0,62.0,1279.0,7096.0,356.0,1496.0,456650.0,146174251.0,0.01,100.0,96207580.0,51061339.0,44756423.0,158996.0
2021-10-06,7082854.0,4570.0,116991.0,59.0,1242.0,7038.0,344.0,1444.0,403413.0,146577664.0,0.01,100.0,96395114.0,51104781.0,44835047.0,187534.0
2021-10-07,7087860.0,5006.0,117028.0,37.0,1200.0,6903.0,333.0,1400.0,472171.0,147049835.0,0.01,100.0,96552801.0,51135885.0,44896497.0,157687.0
2021-10-08,7092330.0,4470.0,117071.0,43.0,1164.0,6805.0,337.0,1404.0,675274.0,147725109.0,0.01,100.0,96771843.0,51186265.0,44987707.0,219042.0
2021-10-09,7097064.0,4734.0,117086.0,15.0,1127.0,6706.0,330.0,1391.0,513558.0,148238667.0,0.01,100.0,96897291.0,51219943.0,45048152.0,125448.0
2021-10-10,7101055.0,3991.0,117094.0,8.0,1132.0,6737.0,328.0,1406.0,92281.0,148330948.0,0.01,100.0,96912034.0,51224465.0,45055286.0,14743.0
2021-10-11,7102175.0,1120.0,117129.0,35.0,1145.0,6729.0,315.0,1349.0,507284.0,148838232.0,0.01,100.0,97054320.0,51256298.0,45104917.0,142286.0
2021-10-12,7108055.0,5880.0,117182.0,53.0,1111.0,6629.0,308.0,1313.0,444980.0,149283212.0,0.011,90.9,97210341.0,51287912.0,45158943.0,156021.0
2021-10-13,7109414.0,1359.0,117217.0,35.0,1091.0,6601.0,326.0,1330.0,413801.0,149697013.0,0.011,90.9,97387320.0,51328487.0,45221091.0,176979.0
2021-10-14,7118888.0,9474.0,117246.0,29.0,1075.0,6523.0,323.0,1342.0,807823.0,150504836.0,0.011,90.9,97539276.0,51359497.0,45273573.0,151956.0
2021-10-15,7124987.0,6099.0,117282.0,36.0,1051.0,6470.0,314.0,1339.0,373296.0,150878132.0,0.012,83.3,97753159.0,51406067.0,45347852.0,213883.0
2021-10-16,7129886.0,4899.0,117297.0,15.0,1049.0,6437.0,313.0,1320.0,283697.0,151161829.0,0.012,83.3,97864969.0,51437409.0,45391782.0,111810.0
2021-10-17,7133664.0,3778.0,117302.0,5.0,1052.0,6448.0,314.0,1300.0,60671.0,151222500.0,0.012,83.3,97877664.0,51441244.0,45397130.0,12695.0
2021-10-18,7134721.0,1057.0,117348.0,46.0,1049.0,6468.0,323.0,1351.0,391024.0,151613524.0,0.013,76.9,98013722.0,51469269.0,45437873.0,136058.0
2021-10-19,7140666.0,5945.0,117387.0,39.0,1046.0,6483.0,318.0,1383.0,347376.0,151960900.0,0.013,76.9,98160356.0,51496522.0,45481010.0,146634.0
2021-10-20,7146702.0,6036.0,117413.0,26.0,1026.0,6465.0,304.0,1427.0,314645.0,152275545.0,0.014,71.4,98344589.0,51532389.0,45532581.0,184233.0
2021-10-21,7152829.0,6127.0,117450.0,37.0,1009.0,6453.0,319.0,1494.0,342016.0,152617561.0,0.017,58.8,98498916.0,51558664.0,45576915.0,154327.0
2021-10-22,7159195.0,6366.0,117479.0,29.0,1010.0,6400.0,334.0,1482.0,436541.0,153054102.0,0.018,55.6,98704103.0,51597477.0,45638472.0,205187.0
2021-10-23,7165486.0,6291.0,117502.0,23.0,1007.0,6348.0,351.0,1557.0,335682.0,153389784.0,0.018,55.6,98816282.0,51624417.0,45678355.0,112179.0
2021-10-24,7170491.0,5005.0,117506.0,4.0,1018.0,6377.0,354.0,1549.0,64748.0,153454532.0,0.018,55.6,98827634.0,51627329.0,45683157.0,11352.0
2021-10-25,7171786.0,1295.0,117549.0,43.0,1023.0,6405.0,361.0,1541.0,350750.0,153805282.0,0.018,55.6,98971628.0,51653599.0,45718701.0,143994.0
2021-10-26,7178421.0,6635.0,117587.0,38.0,1049.0,6445.0,410.0,1571.0,292853.0,154098135.0,0.019,52.6,99117242.0,51677392.0,45753432.0,145614.0
2021-10-27,7185420.0,6999.0,117624.0,37.0,1038.0,6489.0,427.0,1591.0,284130.0,154382265.0,0.019,52.6,99301938.0,51707395.0,45799172.0,184696.0
2021-10-28,7191410.0,5990.0,117654.0,30.0,1037.0,6541.0,426.0,1589.0,287474.0,154669739.0,0.02,50.0,99448068.0,51730846.0,45833312.0,146130.0
2021-10-29,7197843.0,6433.0,117683.0,29.0,1034.0,6534.0,435.0,1669.0,377091.0,155046830.0,0.021,47.6,99647480.0,51762518.0,45883700.0,199412.0
2021-10-30,7205203.0,7360.0,117705.0,22.0,1039.0,6524.0,437.0,1661.0,331824.0,155378654.0,0.022,45.5,99751108.0,51782932.0,45916651.0,103628.0
2021-10-31,7211532.0,6329.0,117717.0,12.0,1046.0,6572.0,436.0,1703.0,75139.0,155453793.0,0.022,45.5,99761041.0,51785422.0,45920569.0,9933.0
2021-11-01,7213398.0,1866.0,117723.0,6.0,1069.0,6639.0,390.0,1537.0,85834.0,155539627.0,0.022,45.5,99777583.0,51794730.0,45924519.0,16542.0
2021-11-02,7215437.0,2039.0,117810.0,87.0,1091.0,6680.0,404.0,1637.0,370193.0,155909820.0,0.025,40.0,99936688.0,51820659.0,45964103.0,159105.0
2021-11-03,7225667.0,10230.0,117848.0,38.0,1096.0,6764.0,438.0,1801.0,281011.0,156190831.0,0.026,38.5,100132759.0,51850455.0,46011378.0,196071.0
2021-11-04,7235011.0,9344.0,117894.0,46.0,1099.0,6718.0,461.0,1864.0,275605.0,156466436.0,0.028,35.7,100301361.0,51874201.0,46048675.0,168602.0
2021-11-05,7244009.0,8998.0,117920.0,26.0,1089.0,6735.0,476.0,1915.0,367263.0,156833699.0,0.029,34.5,100528368.0,51906498.0,46101681.0,227007.0
2021-11-06,7253614.0,9605.0,117945.0,25.0,1099.0,6667.0,487.0,1929.0,302889.0,157136588.0,0.031,32.3,100649477.0,51927922.0,46136499.0,121109.0
2021-11-07,7262161.0,8547.0,117955.0,10.0,1101.0,6709.0,487.0,1924.0,64027.0,157200615.0,0.031,32.3,100661596.0,51930270.0,46141176.0,12119.0
2021-11-08,7264358.0,2197.0,118012.0,57.0,1141.0,6865.0,580.0,2304.0,372074.0,157572689.0,0.033,30.3,100847446.0,51950589.0,46179352.0,185850.0
2021-11-09,7276869.0,12511.0,118056.0,44.0,1140.0,6851.0,553.0,2297.0,329506.0,157902195.0,0.034,29.4,101076461.0,51972621.0,46224431.0,229015.0
2021-11-10,7288752.0,11883.0,118089.0,33.0,1154.0,6906.0,551.0,2247.0,354390.0,158256585.0,0.034,29.4,101350225.0,52003940.0,46279286.0,273764.0
2021-11-11,7301355.0,12603.0,118106.0,17.0,1145.0,6952.0,505.0,2125.0,86151.0,158342736.0,0.034,29.4,101373827.0,52008022.0,46285704.0,23602.0
2021-11-12,7305215.0,3860.0,118154.0,48.0,1182.0,7046.0,521.0,2153.0,481404.0,158824140.0,0.036,27.8,101642341.0,52036825.0,46341332.0,268514.0
2021-11-13,7319861.0,14646.0,118170.0,16.0,1202.0,7050.0,530.0,2197.0,331494.0,159155634.0,0.037,27.0,101776745.0,52057047.0,46374678.0,134404.0
2021-11-14,7332357.0,12496.0,118187.0,17.0,1210.0,7111.0,536.0,2222.0,68131.0,159223765.0,0.038,26.3,101790619.0,52059342.0,46379090.0,13874.0
2021-11-15,7335616.0,3259.0,118262.0,75.0,1257.0,7361.0,559.0,2370.0,458995.0,159682760.0,0.041,24.4,102013059.0,52079693.0,46419357.0,222440.0
2021-11-16,7355394.0,19778.0,118309.0,47.0,1277.0,7535.0,595.0,2608.0,433490.0,160116250.0,0.043,23.3,102282448.0,52102903.0,46464778.0,269389.0
2021-11-17,7375688.0,20294.0,118365.0,56.0,1300.0,7663.0,609.0,2736.0,405919.0,160522169.0,0.045,22.2,102564847.0,52133152.0,46516556.0,282399.0
2021-11-18,7396054.0,20366.0,118417.0,52.0,1333.0,7787.0,693.0,3046.0,445058.0,160967227.0,0.047,21.3,102825999.0,52156370.0,46561804.0,261152.0
2021-11-19,7417274.0,21220.0,118467.0,50.0,1353.0,7940.0,724.0,3247.0,569320.0,161536547.0,0.048,20.8,103166690.0,52189957.0,46624884.0,340691.0
2021-11-20,7439952.0,22678.0,118490.0,23.0,1333.0,7974.0,700.0,3282.0,422426.0,161958973.0,0.049,20.4,103332309.0,52215225.0,46662850.0,165619.0
2021-11-21,7459701.0,19749.0,118505.0,15.0,1339.0,8038.0,701.0,3315.0,79422.0,162038395.0,0.049,20.4,103350060.0,52217809.0,46668426.0,17751.0
2021-11-22,7464992.0,5291.0,118602.0,97.0,1406.0,8338.0,745.0,3549.0,615024.0,162653419.0,0.052,19.2,103590194.0,52240539.0,46704034.0,240134.0
2021-11-23,7495446.0,30454.0,118686.0,84.0,1455.0,8525.0,802.0,3661.0,600786.0,163254205.0,0.053,18.9,103893992.0,52265961.0,46751752.0,303798.0
2021-11-24,7528037.0,32591.0,118767.0,81.0,1483.0,8765.0,832.0,3906.0,589205.0,163843410.0,0.054,18.5,104207610.0,52297648.0,46807330.0,313618.0
2021-11-25,7561501.0,33464.0,118839.0,72.0,1499.0,8981.0,852.0,4162.0,660439.0,164503849.0,0.055,18.2,104541783.0,52322902.0,46858269.0,334173.0
2021-11-26,7595937.0,34436.0,118899.0,60.0,1563.0,9181.0,899.0,4343.0,770463.0,165274312.0,0.057,17.5,105033115.0,52356005.0,46935024.0,491332.0
2021-11-27,7632994.0,37057.0,118931.0,32.0,1617.0,9271.0,961.0,4462.0,546957.0,165821269.0,0.057,17.5,105323434.0,52379156.0,46985689.0,290319.0
2021-11-28,7664575.0,31581.0,118952.0,21.0,1632.0,9381.0,976.0,4528.0,113100.0,165934369.0,0.058,17.2,105395477.0,52382605.0,46997462.0,72043.0
2021-11-29,7673082.0,8507.0,119078.0,126.0,1749.0,9860.0,1041.0,4706.0,852946.0,166787315.0,0.06,16.7,105815131.0,52401982.0,47053780.0,419654.0
2021-11-30,7720283.0,47201.0,119193.0,115.0,1824.0,10249.0,1120.0,5134.0,812091.0,167599406.0,0.061,16.4,106372816.0,52426238.0,47127599.0,557685.0
2021-12-01,7769893.0,49610.0,119289.0,96.0,1886.0,10558.0,1198.0,5356.0,793952.0,168393358.0,0.062,16.1,106950798.0,52451823.0,47205586.0,577982.0
2021-12-02,7818309.0,48416.0,119392.0,103.0,1934.0,10790.0,1252.0,5528.0,845617.0,169238975.0,0.063,15.9,107576897.0,52473499.0,47279861.0,626099.0
2021-12-03,7868167.0,49858.0,119519.0,127.0,2058.0,11103.0,1357.0,5937.0,920515.0,170159490.0,0.064,15.6,108296881.0,52498779.0,47374681.0,719984.0
2021-12-04,7919631.0,51464.0,119567.0,48.0,2037.0,11340.0,1374.0,6243.0,707500.0,170866990.0,0.064,15.6,108714890.0,52516951.0,47437182.0,418009.0
2021-12-05,7961784.0,42153.0,119594.0,27.0,2066.0,11526.0,1402.0,6388.0,155909.0,171022899.0,0.064,15.6,108832897.0,52521086.0,47455003.0,118007.0
2021-12-06,7973362.0,11578.0,119789.0,195.0,2191.0,12096.0,1456.0,6769.0,1024484.0,172047383.0,0.066,15.2,109423706.0,52540118.0,47531194.0,590809.0
2021-12-07,8032381.0,59019.0,119961.0,172.0,2351.0,12714.0,1593.0,7247.0,909709.0,172957092.0,0.066,15.2,110189321.0,52563319.0,47625898.0,765615.0
2021-12-08,8093721.0,61340.0,120094.0,133.0,2426.0,13044.0,1654.0,7543.0,877017.0,173834109.0,0.067,14.9,110903854.0,52588448.0,47720909.0,714533.0
2021-12-09,8150575.0,56854.0,120230.0,136.0,2461.0,13363.0,1704.0,7843.0,915004.0,174749113.0,0.067,14.9,111690663.0,52612310.0,47817950.0,786809.0
2021-12-10,8205715.0,55140.0,120378.0,148.0,2498.0,13629.0,1673.0,7983.0,955535.0,175704648.0,0.067,14.9,112570085.0,52639306.0,47931172.0,879422.0
2021-12-11,8259634.0,53919.0,120445.0,67.0,2539.0,13855.0,1730.0,8076.0,733885.0,176438533.0,0.066,15.2,113104179.0,52659507.0,48008711.0,534094.0
2021-12-12,8303482.0,43848.0,120493.0,48.0,2602.0,14050.0,1771.0,8179.0,177977.0,176616510.0,0.066,15.2,113276469.0,52665100.0,48032922.0,172290.0
2021-12-13,8315546.0,12064.0,120736.0,243.0,2752.0,14527.0,1843.0,8260.0,1079169.0,177695679.0,0.067,14.9,113980468.0,52686081.0,48126042.0,703999.0
2021-12-14,8378951.0,63405.0,120894.0,158.0,2792.0,14819.0,1797.0,8257.0,929110.0,178624789.0,0.067,14.9,114895296.0,52712993.0,48245855.0,914828.0
2021-12-15,8444664.0,65713.0,121045.0,151.0,2843.0,15062.0,1795.0,8422.0,926031.0,179550820.0,0.068,14.7,115735460.0,52740737.0,48361380.0,840164.0
2021-12-16,8505530.0,60866.0,121233.0,188.0,2832.0,15142.0,1800.0,8514.0,956886.0,180507706.0,0.068,14.7,116647547.0,52768370.0,48479046.0,912087.0
2021-12-17,8563658.0,58128.0,121395.0,162.0,2901.0,15410.0,1851.0,8670.0,1028513.0,181536219.0,0.068,14.7,117620095.0,52799502.0,48609577.0,972548.0
2021-12-18,8622194.0,58536.0,121480.0,85.0,2933.0,15370.0,1865.0,8699.0,807548.0,182343767.0,0.068,14.7,118197970.0,52823635.0,48692190.0,577875.0
2021-12-19,8670667.0,48473.0,121555.0,75.0,2936.0,15528.0,1845.0,8712.0,209737.0,182553504.0,0.068,14.7,118406015.0,52831769.0,48722352.0,208045.0
2021-12-20,8685742.0,15075.0,121779.0,224.0,3025.0,15918.0,1806.0,8673.0,1011485.0,183564989.0,0.071,14.1,119130524.0,52862166.0,48821608.0,724509.0
2021-12-21,8758599.0,72857.0,122008.0,229.0,3096.0,16076.0,1801.0,8672.0,979695.0,184544684.0,0.075,13.3,119966426.0,52899766.0,48934892.0,835902.0
2021-12-22,8842871.0,84272.0,122178.0,170.0,3147.0,16118.0,1849.0,8623.0,1152189.0,185696873.0,0.079,12.7,120679716.0,52935054.0,49034814.0,713290.0
2021-12-23,8934479.0,91608.0,122357.0,179.0,3208.0,16060.0,1924.0,8628.0,1515006.0,187211879.0,0.08,12.5,121233892.0,52965643.0,49115096.0,554176.0
2021-12-24,9028603.0,94124.0,122524.0,167.0,3254.0,16173.0,1939.0,8577.0,1325593.0,188537472.0,0.082,12.2,121382799.0,52975474.0,49142268.0,148907.0
2021-12-25,9133214.0,104611.0,122608.0,84.0,3282.0,16162.0,1909.0,8521.0,178615.0,188716087.0,0.085,11.8,121395029.0,52976158.0,49146175.0,12230.0
2021-12-26,9160911.0,27697.0,122704.0,96.0,3299.0,16365.0,1911.0,8542.0,262492.0,188978579.0,0.088,11.4,121463639.0,52980213.0,49158525.0,68610.0
2021-12-27,9191370.0,30459.0,122960.0,256.0,3333.0,16921.0,1899.0,8710.0,1314899.0,190293478.0,0.107,9.3,122030132.0,53006358.0,49242981.0,566493.0
2021-12-28,9371178.0,179808.0,123250.0,290.0,3416.0,17405.0,1959.0,9159.0,1233486.0,191526964.0,0.123,8.1,122729245.0,53039390.0,49342713.0,699113.0
2021-12-29,9579277.0,208099.0,123434.0,184.0,3469.0,17856.0,2000.0,9704.0,1329054.0,192856018.0,0.14,7.1,123353079.0,53071070.0,49431670.0,623834.0
2021-12-30,9785821.0,206544.0,123616.0,182.0,3506.0,18321.0,1976.0,10279.0,1598283.0,194454301.0,0.158,6.3,123881840.0,53101693.0,49506930.0,528761.0
2021-12-31,10018021.0,232200.0,123805.0,189.0,3543.0,18715.0,1980.0,10809.0,1604390.0,196058691.0,0.168,6.0,124035202.0,53111954.0,49532415.0,153362.0
